,rho,beta&a&b,phi,sigma,Ifit,nRuns,region,IUQ
5-27,0.912827233291674,"[ 2.96972146e+02  1.54389824e-01  4.40416824e-01  1.96826234e+00
 -3.25632920e-01  8.38107297e-03  1.09402141e+00 -1.76821372e-01
 -2.74098346e-03]",0.7516113143606427,0.2572012329421376,1.058324687376955,5,MDG,1.0672525003708693
5-28,0.9779909261340004,"[ 2.57148692e+02  1.46698744e+00  1.66520676e-01 -1.90184577e+01
  1.42082556e+00 -3.10808886e-01 -4.46696849e+00  1.42251098e-01
  1.00987049e-01]",0.4655954834651961,1.7974554273956758,1.5414018995157177,5,RAR,1.327757999683354
5-29,0.01,"[ 2.72448746e+02  1.99720455e+00 -7.99446186e-01 -2.07607351e+01
 -2.20761986e-01 -4.36786559e-01 -9.04632490e-02 -5.33406047e-01
 -4.36559277e-01]",0.3326322718669854,2.510311583257279,1.0659149699614612,5,WSB,1.137953614078998
5-30,0.0099999999999999,"[ 2.66309523e+02  8.13262698e-01  2.81456705e-01 -2.32075352e+01
 -8.22029492e-01 -5.61128426e-01  4.69932460e-01  5.75161847e-01
 -1.89584035e-01]",0.2998753899761306,1.890619245190387,1.063654107037163,5,ESB,1.1295477938629017
5-31,0.0099999999999999,"[ 2.66678720e+02  1.22460293e+00  2.79303800e-02 -1.45679674e+01
  3.67341202e-01  1.18447925e-01 -3.15623930e+00  6.73827853e-01
 -1.26542214e-01]",0.4593630290201405,1.0687450533405805,1.2874298654475893,5,RFE,1.1920127806579928
5-32,0.0100000096504199,"[ 2.87410998e+02  1.09184038e+00 -1.72938570e-01 -1.50095750e+01
 -3.80805444e-02 -1.67688091e-01 -8.10762752e-01  4.87464873e-01
  2.37995284e-02]",0.2923577255908539,1.0676602850505854,1.0502051654256404,5,WCA,1.0701507982288014
5-33,0.0099999999999999,"[ 2.77834822e+02  2.55662704e-01  7.53892908e-01 -1.93925449e+01
 -1.56830114e+00 -4.23994108e-01  6.58401647e-01  5.96677268e-01
 -3.85030561e-01]",0.2885449704587743,1.379809262170287,1.0788590281394097,5,ECA,1.105965029004682
5-34,0.99,"[ 2.67998361e+02  1.11231380e+00 -2.75670801e-01 -1.40502768e+01
 -1.87084879e+00 -1.64531561e-02 -3.98135375e-01  9.01506805e-01
  1.30430401e-01]",0.3920662241721568,1.297440675936229,1.1136209978568052,5,TIB,1.1711527099029928
5-35,0.7636722110621159,"[ 2.86812658e+02  3.63073740e-01  4.08689470e-01 -8.52400222e+00
 -6.48339101e-01 -2.52045831e-02 -2.14629057e+00  4.49760078e-01
 -1.35940442e-01]",0.4062199283452569,0.5100834138316452,1.0701896702899174,5,EAS,1.0576330205431408
5-36,0.8648331400632158,"[ 2.97646918e+02  2.18275249e-03  8.96077972e-01 -8.39707044e+00
 -1.41981991e+00 -2.42094013e-01  1.37047052e-02 -3.02394486e-01
  4.85192088e-01]",0.5209982282738077,0.9236770009533682,1.075320378977768,5,ARP,1.1230643470523491
5-37,0.8028022235325771,"[ 2.96385012e+02  3.59112293e-02  7.13950302e-01 -5.17624063e+00
 -2.00248271e+00  1.95395345e-02  1.55658336e+00 -3.54846592e-01
  1.30273865e-01]",0.4356376405313762,0.6334845545760992,1.112732546848061,5,SAS,1.1068666236058942
5-38,0.816093098832253,"[ 2.99132657e+02 -6.04791817e-02  6.15884600e-01 -5.09937721e-01
 -2.01072712e-01  3.01103919e-03  1.31564608e-01 -3.76989448e-01
 -1.43203910e-02]",0.8707712458662829,0.1704423220790822,1.05849584915861,5,SEA,1.0863734501836086
5-39,0.8116052266709337,"[ 2.99007910e+02  6.95705358e-02  5.17655053e-01  1.96725912e+00
 -7.30317627e-01  5.96090304e-02  2.10083563e-01 -1.60444032e-01
 -4.92658452e-02]",0.6779521943696128,0.3434910471548283,1.0688278723460105,5,NAU,1.0771407713873555
5-40,0.7202119266993448,"[ 2.95754125e+02 -4.20688170e-01  1.23985329e+00  6.94697851e+00
 -1.51507758e+00 -9.64711328e-02 -5.85840333e-01  3.28458292e-01
 -7.37411456e-02]",0.5159674275439199,1.0612704346415576,1.0446938526654277,5,CAU,1.04696558940029
5-41,0.8536318909711242,"[ 2.92356076e+02 -2.92619658e-01  1.04259019e+00  5.19401569e+00
 -8.04524328e-01 -3.90766535e-02  3.59819199e-01  3.02694941e-01
  7.38801554e-02]",0.6151399903350174,0.7111474455529199,1.0464713738567568,5,EAU,1.0507605630156969
5-42,0.9684267683932812,"[ 2.87923297e+02  2.35633074e-02  7.77383275e-01  3.68681585e+00
  3.48542904e-02 -1.45583655e-02  1.43080574e+00  2.17476764e-01
  2.47587374e-02]",0.6036522913788117,0.3271322778841987,1.0652100788720826,5,SAU,1.0276017208196082
5-43,0.9747843861685416,"[2.87507819e+02 1.33515851e-01 6.38108350e-01 2.44466550e+00
 1.62319362e-01 2.60641551e-02 2.19811307e+00 2.75991550e-01
 1.03550411e-02]",0.7187919235875587,0.2492537616013425,1.0588676919156603,5,NZ,1.0433652017841724
5-44,0.946278247088348,"[ 2.37514070e+02 -2.29206387e-01  1.35355043e+00  1.22545526e+01
  3.10136830e+00  2.08399839e-01  1.21659477e-01 -1.66265711e+00
 -3.80009117e-01]",0.2659214134749368,1.0378149967217072,1.1434110881470492,5,EAN,1.0677739638584527
5-45,0.8734986658628541,"[ 2.50253161e+02 -8.56685403e-01  1.87352949e+00  1.03254900e+01
  2.26629725e+00 -8.98621763e-02  9.37788537e-01 -1.08629148e+00
 -2.01919103e-01]",0.322739886892033,1.5744204483845177,1.1367076019163955,5,WAN,1.111056065147876
5-46,0.0099999999999999,"[254.08860005   3.27141968  -1.01450621  -9.46580035   0.52360671
   0.51386522  -5.78539224  -1.39069448   0.36716429]",0.7667567504526167,1.95402996470157,4.790039455608178,5,ARO,2.5000417085912754
5-47,0.8268393438952925,"[ 2.92918653e+02  2.49254793e-01  3.28602223e-01 -1.66789030e+00
 -5.43682553e-02  7.82406320e-03 -2.23064205e+00  2.02015298e-01
  1.85411542e-02]",0.8782648383753621,0.0874627488990876,1.1835196602525178,5,NPO,1.023180855571339
5-48,0.0099999999999999,"[ 2.99389570e+02  5.24100562e-01 -4.94148884e-02 -1.12302500e-01
 -4.39962387e-03  1.30517249e-02  7.36908047e-01 -2.14173380e-01
 -1.99194297e-03]",0.9790950055506534,0.1494282403993316,1.0733677556100722,5,EPO,1.165681379247264
5-49,0.9479801592967324,"[ 2.91980727e+02 -2.82028519e-02  5.18724726e-01  1.59838490e+00
  6.25002786e-02  9.31859737e-03  1.78827977e+00  1.20873856e-01
 -9.52216247e-03]",0.7849769818976063,0.0720555811551389,1.08852223721718,5,SPO,1.022899952505969
5-50,0.8337057998291891,"[ 2.92697357e+02  8.27840759e-02  3.29734106e-01 -1.70041062e+00
  1.38096449e-02 -1.58287987e-02 -2.18100992e+00  2.94030672e-01
 -2.00982806e-02]",0.8711448381177064,0.101372261935957,1.2159871420293935,5,NAO,1.1104007139188865
5-51,0.8889537608174954,"[ 2.98856676e+02  4.67449685e-02  4.77273878e-01  6.31328961e-01
 -1.62876324e-01 -3.43650229e-02  1.26287229e+00 -2.90233373e-01
  6.44846961e-02]",0.8645816524337127,0.1281353407785339,1.0790683179421203,5,EAO,1.0047612406078266
5-52,0.9482491557610446,"[ 2.91709657e+02 -3.63890824e-02  5.54604636e-01  1.73740420e+00
  6.07893544e-02 -4.25025017e-04  2.18708482e+00  2.16566868e-01
  6.75198521e-04]",0.7861160871232551,0.1063734949282367,1.1069602447730056,5,SAO,1.0135574880343845
5-53,0.010000006906522,"[ 2.98855411e+02  1.49617038e-01  4.09207904e-01 -7.64846783e-01
 -4.66837773e-01 -2.88131591e-02 -7.16435442e-02 -8.07201726e-01
  9.33930055e-02]",0.8224889997353478,0.2358920016449991,1.0699447037759404,5,ARS,1.069230192629788
5-54,0.8990600146016746,"[ 2.99890800e+02  1.64171165e-01  3.78908590e-01 -1.03902783e+00
 -3.72975877e-01 -5.80262804e-02 -7.69657465e-02 -5.67128947e-01
 -2.69585217e-03]",0.7699410110788564,0.2410016287566753,1.0704345838563134,5,BOB,1.030782180167093
5-55,0.0099999999999999,"[ 3.00040858e+02 -7.25764588e-02  6.02160051e-01 -6.70403119e-02
 -1.85700486e-01  4.88506961e-02  5.52480833e-01 -4.23049400e-01
 -4.95349671e-02]",0.847155370090829,0.1973315333578551,1.08536159604468,5,EIO,1.1446953860277975
5-56,0.9474664133936812,"[ 2.94995558e+02  7.15928797e-02  4.64535298e-01  1.36480730e+00
  4.99335962e-04  1.17149857e-02  1.73046382e+00 -1.47191981e-02
 -1.31698510e-02]",0.8705355673316293,0.1041313080003439,1.0658786930974946,5,SIO,1.0423405285166947
5-57,0.952942530983138,"[ 2.76475415e+02 -4.39867247e-03  6.48857362e-01  2.26612348e+00
  1.20773038e-01 -1.48741077e-02  2.10868223e+00  1.49351385e-01
  4.17290048e-02]",0.7333573331893918,0.1392420211470104,1.8278888714301915,5,SOO,1.3248905132391058
6-0,0.4050030105257277,"[ 2.57782507e+02  4.72584891e-01  6.22202902e-01 -1.06662558e+01
  1.51909183e+00  6.09145327e-02 -2.61816027e+00 -2.66442116e-01
 -1.05504732e-01]",0.3985647358649546,1.2099648643393983,1.2134777637728378,6,GIC,1.1579218029534717
6-1,0.8892074057945754,"[ 2.66635647e+02  3.50377288e-01  9.70957037e-01 -1.58608699e+01
  7.80228713e-01  7.59662897e-02 -1.83850479e+00 -1.51306811e-03
  4.87930695e-01]",0.3435415017000993,1.7117269772674748,1.145119292581962,6,NWN,1.17674571564864
6-2,0.8696662188107969,"[ 2.62185621e+02  6.38465700e-01  8.13062998e-01 -1.62569112e+01
 -1.45351980e-01 -1.81707321e-01 -5.09073950e+00 -8.05551586e-01
 -9.23082277e-02]",0.4393856110958805,1.5143578976016407,1.4600033946986863,6,NEN,1.327512751001376
6-3,0.8003522658532837,"[ 2.80773691e+02  7.61576083e-01  1.66374505e-01 -1.22490219e+01
  5.07378826e-01 -1.91680924e-01 -1.11051560e+00  1.25562278e+00
  7.04879418e-02]",0.3196579485622004,1.2823350573542251,1.0627842357624893,6,WNA,1.0919569800921036
6-4,0.0099999999999999,"[ 2.84317570e+02  9.18020488e-01 -5.76617895e-03 -1.35572999e+01
 -7.18649796e-01 -7.31717402e-02 -9.31230761e-01  1.26210713e+00
 -1.11323676e-01]",0.2854543032219774,1.5147793845094726,1.0475566031073855,6,CNA,1.0945884024127253
6-5,0.6935849645949483,"[ 2.85556102e+02  3.45243731e-01  4.56088399e-01 -9.23346614e+00
 -5.50044781e-01 -1.61981080e-01 -1.71004205e+00  2.46412477e-01
 -7.13284111e-03]",0.2123782521429817,0.9189996033933924,1.046378655648203,6,ENA,1.116354315075602
6-6,0.8928300315606258,"[ 2.93085716e+02  6.36538795e-01  1.09335340e-01 -6.00169279e+00
 -4.22206888e-01 -9.10880316e-03 -8.71652940e-01  5.56737801e-01
  7.13436837e-02]",0.4427773704786488,0.5752457691744675,1.0649710738186533,6,NCA,1.0322899196643331
6-7,0.0099999999999999,"[ 2.98433836e+02  1.97745522e-01  3.90881527e-01 -1.44114332e+00
 -3.73283773e-01  8.03039144e-03 -2.40676842e-01 -1.80247738e-01
 -4.95299508e-02]",0.7786712589092946,0.2548323051017333,1.0779966148205549,6,SCA,1.1007862976139846
6-8,0.8249572875980294,"[ 2.99139214e+02  1.08698860e-01  3.74141915e-01 -1.03445245e+00
 -1.15187598e-01  1.38245265e-03 -1.10233394e+00 -1.23448350e-01
  4.52104971e-03]",0.8933306966927707,0.1127703737606627,1.073597777080581,6,CAR,1.0568444275611795
6-9,0.8990735912671344,"[ 2.93758764e+02  1.02560971e-01  6.33906065e-01  2.02441302e-01
 -3.21396831e-01  6.62033807e-02  2.52001072e-01  2.82845790e-01
  5.97239736e-05]",0.9121585725338948,0.2184274993771547,1.0657032614724902,6,NWS,1.1145548021556033
6-10,0.0100000990878395,"[ 2.96436891e+02  3.67108695e-01  4.32507327e-01 -3.57447293e-01
 -7.51472178e-01  5.43304453e-02 -6.05032286e-01  4.76956008e-01
  1.11287084e-01]",0.8308492169296531,0.290288385818528,1.1710702471886505,6,NSA,1.1498665297919066
6-11,0.9025927594264987,"[ 2.97224248e+02  3.85606562e-01  3.33859785e-01  6.20026742e-01
 -7.90533629e-01 -3.05509351e-02 -9.02240673e-01 -1.57132609e-03
  1.24846020e-01]",0.6964726890806062,0.4091390160251644,1.195609500000304,6,NES,1.091123801521645
6-12,0.0100000347422509,"[ 2.94448113e+02  8.42215799e-01  5.01804372e-02  1.02402767e-01
 -8.25522627e-01  2.15194508e-01 -1.69764157e+00  9.12589425e-01
 -3.03149818e-02]",0.6187494744179183,0.616286736539863,1.2471715762644473,6,SAM,1.1538686368761844
6-13,0.9298668727868188,"[ 2.87263685e+02 -5.62364397e-02  7.53494664e-01  3.73783298e+00
 -2.39568656e-01 -5.16223339e-02  9.21294194e-01  2.04871103e-01
 -2.87564892e-02]",0.7461057161573629,0.3011230940395936,1.0466439975249864,6,SWS,1.0393374122944425
6-14,0.93789441661281,"[ 2.91550857e+02 -1.00059276e-01  8.65737262e-01  4.77685175e+00
 -7.17326159e-01  1.18965081e-01 -5.52191858e-02  5.87339609e-01
 -4.46200185e-03]",0.3178813161528493,0.6160089554786831,1.0494405380458671,6,SES,1.033110027688144
6-15,0.955151170127028,"[ 2.81630311e+02 -6.02128447e-02  6.54723000e-01  4.64323657e+00
  1.74671461e-01 -1.18683698e-02  1.50920819e+00  2.88206439e-01
  4.33988235e-02]",0.5173365231919196,0.3876129091986643,1.0500167111577323,6,SSA,1.0255255995712056
6-16,0.2238561190781688,"[ 2.79008272e+02  2.25302264e-01  4.03846011e-01 -7.57334209e+00
  6.69581339e-01 -1.89741365e-01 -1.66260861e+00  2.95117934e-01
 -7.73876063e-05]",0.3835169063562309,0.8704800906181678,1.0606084070634152,6,NEU,1.0461271399102492
6-17,0.0099999999999999,"[ 2.81474183e+02  1.20795472e-01  7.28742481e-01 -1.11479698e+01
  6.57375932e-01 -2.03687739e-01 -5.34840672e-01  3.14700413e-01
 -3.41950036e-01]",0.3238655539195585,1.373790812609385,1.0963856503597005,6,WCE,1.0800821123076034
6-18,0.0099999999999999,"[ 2.77120726e+02  2.23701888e+00 -1.21640184e+00 -1.63227378e+01
  2.70314497e-01 -3.30675295e-01 -4.44807201e-01 -3.87773047e-01
 -3.61343880e-01]",0.3247321229905506,2.1978353346401858,1.054237621872235,6,EEU,1.1159078456118494
6-19,0.0100003852100201,"[ 2.89657719e+02 -8.01625879e-02  8.72245138e-01 -8.66018830e+00
  5.78483794e-01 -1.83916127e-01 -2.33123973e+00  8.31913812e-01
 -1.67527052e-01]",0.4721465805643128,0.5306620235184952,1.171487903124682,6,MED,1.0541233636369292
6-20,0.8133372254588821,"[ 2.96539864e+02  3.37767383e-01  5.56995090e-01 -8.75037987e+00
 -1.57699287e+00 -2.70817468e-01  2.54544328e-01  6.37570690e-02
  3.78639770e-01]",0.4510650947920641,0.6912333979829659,1.0877992846186704,6,SAH,1.0856742028410111
6-21,0.8328457986733013,"[ 2.97962499e+02  2.61718223e-01  4.26218162e-01 -3.92046081e-01
 -1.08789013e+00 -3.90770828e-01  1.63206271e+00 -2.20835685e-01
  2.30028084e-01]",0.5554139755161007,0.4387216160664599,1.1369709350377035,6,WAF,1.1150403144081986
6-22,0.9032830890404998,"[ 2.95304622e+02  1.42994937e-01  5.86772366e-01 -1.26516521e-01
 -8.18830530e-01 -1.96422945e-01  8.59444164e-01  3.41035705e-01
  6.76387774e-02]",0.6008335172420048,0.3320186731735089,1.0784249473103744,6,CAF,1.0872277481052053
6-23,0.7927791213000642,"[ 2.97191411e+02 -1.24353641e-02  6.61377008e-01 -5.98870272e-01
 -9.84907728e-01 -1.79007227e-01  1.47496023e+00  5.02841935e-01
  9.10069999e-02]",0.6050131115140109,0.4727863203489434,1.0731016700536258,6,NEAF,1.0794637212012463
6-24,0.0100000020856026,"[ 2.95407095e+02  4.80236905e-01  1.46661877e-01  7.50615052e-01
 -8.82552156e-01  2.12458195e-02  3.68526714e-01  2.33401499e-01
 -8.81397870e-02]",0.8214551633713423,0.3054168564945009,1.0903360952388277,6,SEAF,1.1077915237808358
6-25,0.9068955334444864,"[ 2.92970971e+02  1.12730422e-01  6.11096470e-01  2.95292587e+00
 -1.15364480e+00  1.26567091e-01 -8.78796068e-02  2.32831048e-01
  8.36828008e-02]",0.5431588428032877,0.3712879548961784,1.074409570711764,6,WSAF,1.074332386646271
6-26,0.3563852711385764,"[ 2.93757419e+02  3.40116593e-01  4.25382137e-01  3.09193882e+00
 -1.48851495e+00  5.85034679e-02 -5.28398566e-01  1.23039242e-01
  2.79871301e-01]",0.4848963290900643,0.5074192768005285,1.139660622137301,6,ESAF,1.0755837796700676
6-27,0.0099999999999999,"[ 2.96839749e+02  6.28270913e-02  5.01328240e-01  1.97033693e+00
 -3.22317078e-01  8.96315064e-03  1.09209686e+00 -1.78120481e-01
 -4.53369985e-03]",0.7513990932225845,0.2571919924149936,1.0631559124415813,6,MDG,1.0464939110325233
6-28,0.99,"[ 2.57160977e+02  1.57924368e+00 -4.23374143e-02 -1.90032441e+01
  1.44541984e+00 -3.04349975e-01 -4.47546996e+00  1.45098355e-01
  9.63478092e-02]",0.4615775467021057,1.789163354680249,1.54204650430327,6,RAR,1.3196734230092233
6-29,0.0099999999999999,"[ 2.72476308e+02  1.70236883e+00 -5.14051186e-01 -2.07842527e+01
 -1.95675242e-01 -4.30633321e-01 -1.12825555e-01 -5.38502073e-01
 -4.42217151e-01]",0.3214202796512425,2.537867255253519,1.0656369324564177,6,WSB,1.1683245057067553
6-30,0.0100000863165168,"[ 2.66383978e+02  8.16145338e-01  2.60196675e-01 -2.32200672e+01
 -8.21999551e-01 -5.64566737e-01  4.39414976e-01  5.66172748e-01
 -1.94510623e-01]",0.2913424283965156,1.9041421277893773,1.064726611090149,6,ESB,1.1447683180330446
6-31,0.0100000089546969,"[ 2.66747013e+02  1.13441284e+00  1.06243443e-01 -1.45685568e+01
  3.72858815e-01  1.24437538e-01 -3.16030534e+00  6.79859928e-01
 -1.22109011e-01]",0.4579476990852649,1.0635533735490603,1.288095044569198,6,RFE,1.187341764915638
6-32,0.0099999999999999,"[ 2.87400286e+02  1.00428538e+00 -8.25362668e-02 -1.50115922e+01
 -4.24979773e-02 -1.71815336e-01 -8.03330922e-01  4.76946440e-01
  1.17863769e-02]",0.2932612728659954,1.0621471681679984,1.0500031320806826,6,WCA,1.0669641621178731
6-33,0.0099999999999999,"[277.81547401   0.49424661   0.51332784 -19.40593376  -1.58094835
  -0.42944293   0.64721314   0.58463431  -0.39672643]",0.285411550265493,1.387624659633172,1.0782601580598397,6,ECA,1.1089305248845767
6-34,0.6993932164156712,"[ 2.68158838e+02  3.76461338e-01  6.29613285e-01 -1.40431101e+01
 -1.87743107e+00 -1.13135812e-02 -4.02485182e-01  8.98622650e-01
  1.22067704e-01]",0.3877459061266373,1.3063532248837102,1.1130971223387516,6,TIB,1.1736786485281137
6-35,0.7767740951351859,"[ 2.86832557e+02  3.29916056e-01  4.41363512e-01 -8.52843684e+00
 -6.50612052e-01 -2.86147219e-02 -2.15011878e+00  4.47816811e-01
 -1.35968910e-01]",0.3950925892887922,0.5121698739966077,1.0710156041746266,6,EAS,1.0495788848512704
6-36,0.898920005151408,"[ 2.97575770e+02  3.49595480e-01  5.47336799e-01 -8.39086949e+00
 -1.42505001e+00 -2.34152437e-01  2.75403091e-02 -3.02661957e-01
  4.84604165e-01]",0.5211137441518683,0.9277520487552964,1.075137936481985,6,ARP,1.1412913356788819
6-37,0.7591216973687391,"[ 2.96359214e+02 -2.82218680e-02  7.81482019e-01 -5.17427620e+00
 -2.01290778e+00  2.06868173e-02  1.56335147e+00 -3.53548900e-01
  1.28428475e-01]",0.4343848762139272,0.6326608530079503,1.1113830184178046,6,SAS,1.0974607457278827
6-38,0.8290704402004111,"[ 2.99160806e+02 -1.16443369e-01  6.74279312e-01 -5.10270286e-01
 -1.99882219e-01  3.89700493e-03  1.31960175e-01 -3.77777664e-01
 -1.47622170e-02]",0.867510020924489,0.1703333097909642,1.0611382585380014,6,SEA,1.0781281777637732
6-39,0.7771852972427791,"[ 2.99011722e+02  6.54149836e-02  5.15679777e-01  1.96306506e+00
 -7.25325626e-01  6.03766719e-02  2.07419081e-01 -1.62149000e-01
 -4.76597888e-02]",0.6736974826263594,0.3415921158213732,1.0670461765887476,6,NAU,1.1086466432860727
6-40,0.7419203333447543,"[ 2.95746532e+02 -1.04686112e-01  9.12551270e-01  6.92492928e+00
 -1.50974318e+00 -9.95733384e-02 -5.92768307e-01  3.31723459e-01
 -7.82904050e-02]",0.5106212135988463,1.0644278606444464,1.0430449447227663,6,CAU,1.0458188306113947
6-41,0.856511755360344,"[ 2.92381557e+02 -1.63125405e-01  8.98527362e-01  5.18559589e+00
 -8.00430132e-01 -3.84645829e-02  3.57214248e-01  3.08172194e-01
  7.10770297e-02]",0.6100527931320453,0.7106286666359978,1.044347868803306,6,EAU,1.0505660298349113
6-42,0.9738475392006812,"[ 2.87928669e+02  9.54224792e-02  7.17966787e-01  3.68462844e+00
  3.74952692e-02 -1.37857583e-02  1.42842547e+00  2.19090631e-01
  2.40750021e-02]",0.6030758628406392,0.3290011029901402,1.061200821679495,6,SAU,1.0402817741573078
6-43,0.9729632947458952,"[2.87537466e+02 1.16366818e-01 6.38405295e-01 2.43991722e+00
 1.63767613e-01 2.62918848e-02 2.19940851e+00 2.77422490e-01
 1.14214428e-02]",0.7157336963469779,0.2480337635233038,1.0549010251588926,6,NZ,1.0198736571583837
6-44,0.9708251450175456,"[ 2.37571307e+02 -1.83021012e-02  1.28657918e+00  1.22661981e+01
  3.09046799e+00  2.06995164e-01  1.15371848e-01 -1.65915992e+00
 -3.80334261e-01]",0.2775169675686335,1.0360718870015448,1.1415578048578463,6,EAN,1.0865081796527163
6-45,0.9195852213602136,"[ 2.50437811e+02 -5.45852936e-01  1.58614788e+00  1.03067336e+01
  2.26495843e+00 -7.46413333e-02  9.36538508e-01 -1.06552414e+00
 -2.16797853e-01]",0.3225349314494392,1.5742829986255993,1.1356358435048897,6,WAN,1.1132914007036225
6-46,0.0099999999999999,"[254.19292801   3.46593936  -1.22260978  -9.42586109   0.52930057
   0.5217114   -5.78321035  -1.39330824   0.35524461]",0.7669511037825409,1.941422053655906,4.79015798155544,6,ARO,2.5074343898958107
6-47,0.8103336068168511,"[ 2.92923449e+02  2.50259973e-01  3.23326938e-01 -1.66745996e+00
 -5.51482485e-02  7.53772789e-03 -2.23146708e+00  2.02327127e-01
  1.79147349e-02]",0.8815439723551733,0.0875442773318536,1.1919923189559636,6,NPO,1.0688987013894673
6-48,0.0099999999999999,"[ 2.99420488e+02  5.29015451e-01 -6.11341063e-02 -1.11355203e-01
 -3.24313836e-03  1.34606577e-02  7.36165513e-01 -2.14195005e-01
 -1.81566359e-03]",0.9792894241648,0.1486850140212237,1.07929080592729,6,EPO,1.1258336798979358
6-49,0.951935059331308,"[ 2.91984799e+02 -8.10397696e-03  5.01998107e-01  1.59720358e+00
  6.10710289e-02  8.91383344e-03  1.78864606e+00  1.20455502e-01
 -1.01189622e-02]",0.7859510151785623,0.0718906055903642,1.0865497879175652,6,SPO,1.0163435423686182
6-50,0.8278575334763051,"[ 2.92695354e+02  1.23546763e-01  2.86751567e-01 -1.70082908e+00
  1.49237484e-02 -1.56619118e-02 -2.17890765e+00  2.93626349e-01
 -1.93286416e-02]",0.8700178397000693,0.1011583623837297,1.2106490099379343,6,NAO,1.0890206425276945
6-51,0.8835551861344695,"[ 2.98843800e+02  8.68606980e-02  4.31641970e-01  6.31542808e-01
 -1.62660707e-01 -3.36712730e-02  1.26571180e+00 -2.90161489e-01
  6.47707045e-02]",0.862111528666382,0.1283920686382044,1.0745008033074652,6,EAO,1.0196485671403577
6-52,0.9458079519123224,"[ 2.91718133e+02 -4.98871934e-02  5.62213696e-01  1.73966825e+00
  6.14989769e-02 -5.55187469e-04  2.18842672e+00  2.16759981e-01
  1.12620507e-03]",0.7901465288215215,0.1063816166837152,1.10163245012826,6,SAO,1.0397188365819183
6-53,0.0099999999999999,"[ 2.98875059e+02  1.88677429e-01  3.64940356e-01 -7.62626332e-01
 -4.69296936e-01 -3.02728414e-02 -6.74793522e-02 -8.07444527e-01
  9.28661299e-02]",0.8210246881863769,0.2369006369466582,1.0692770582241578,6,ARS,1.0554128114236678
6-54,0.8947604253988162,"[ 2.99927688e+02  8.29055167e-02  4.61042843e-01 -1.03722170e+00
 -3.73446003e-01 -5.67929168e-02 -7.62150246e-02 -5.67351495e-01
 -3.08446036e-03]",0.7726806111551136,0.2404182171117732,1.070143311315627,6,BOB,1.0634462371607523
6-55,0.0099999999999999,"[ 3.00061968e+02 -7.46348348e-02  5.99889348e-01 -6.73992678e-02
 -1.88858462e-01  4.86093544e-02  5.48401087e-01 -4.22596515e-01
 -5.04146540e-02]",0.8466989127594404,0.1970497754938125,1.0832848069397498,6,EIO,1.1525114735418662
6-56,0.958784102416522,"[ 2.95007854e+02  1.29057050e-01  4.12945145e-01  1.36605483e+00
  1.71503764e-03  1.18898504e-02  1.72947576e+00 -1.47873188e-02
 -1.30480995e-02]",0.8707644965039185,0.1038760839457268,1.0616280376547589,6,SIO,1.0338690491757716
6-57,0.9664712154472652,"[ 2.76508346e+02  4.20781991e-02  6.40106527e-01  2.26698074e+00
  1.21905296e-01 -1.45564802e-02  2.10799559e+00  1.49112855e-01
  4.20597488e-02]",0.7363224428961666,0.1389904640612434,1.8166191697583285,6,SOO,1.3280370810653135
7-0,0.3795743188447435,"[ 2.57814015e+02  2.42952601e-01  8.46014510e-01 -1.06753708e+01
  1.53083913e+00  6.62836340e-02 -2.62556082e+00 -2.79186307e-01
 -1.05466612e-01]",0.3963894842149961,1.2159164108012313,1.212997212230514,7,GIC,1.166370113198196
7-1,0.8929833473222101,"[ 2.66702142e+02  4.10133854e-01  8.93299784e-01 -1.58369477e+01
  7.92534107e-01  7.87451458e-02 -1.85952282e+00 -1.44446423e-02
  4.94762111e-01]",0.3452495983379667,1.7017110302948366,1.1452083223742973,7,NWN,1.162072596027767
7-2,0.8670998839539593,"[ 2.62253939e+02  6.67632900e-01  7.65060588e-01 -1.62555612e+01
 -1.34894719e-01 -1.83474094e-01 -5.10091558e+00 -8.09125554e-01
 -9.89097868e-02]",0.4352767849692721,1.5025003445752383,1.459144315433351,7,NEN,1.3177013356398863
7-3,0.7783115524593175,"[ 2.80817426e+02  6.69233212e-01  2.53116517e-01 -1.22418169e+01
  5.20070741e-01 -1.88853687e-01 -1.11960484e+00  1.25173932e+00
  7.64640644e-02]",0.3129841662974441,1.2850014959814942,1.0624021660958862,7,WNA,1.0904541229313964
7-4,0.0100000869163526,"[ 2.84315393e+02  7.48737972e-01  1.62467504e-01 -1.35538551e+01
 -7.20593515e-01 -6.41921409e-02 -9.36295615e-01  1.25637359e+00
 -1.16947395e-01]",0.2855717543899108,1.5125057010243972,1.046718338050623,7,CNA,1.0907861565316657
7-5,0.6743860961249749,"[ 2.85543125e+02  3.77896189e-01  4.22678821e-01 -9.24130970e+00
 -5.52811379e-01 -1.55478944e-01 -1.71095411e+00  2.47747608e-01
 -1.28664095e-02]",0.2118213866991314,0.919332188751907,1.0459864535835253,7,ENA,1.1312109936948178
7-6,0.895218449224737,"[ 2.93108169e+02  6.28101131e-01  1.14600743e-01 -6.00559245e+00
 -4.14382677e-01 -8.45958155e-03 -8.81303409e-01  5.54260268e-01
  6.91502806e-02]",0.4459921707494755,0.5729219218508331,1.065084362171654,7,NCA,1.0410953377811103
