,rho,beta0,beta1,beta2,phi,sigma,Ifit,IUQ,nRuns,region
19-1,0.9196471321428166,266.69166327227657,0.7233268182448439,0.5815051801989546,0.1987894053551853,0.8177068034854268,1.0471877402877838,0.9626894597460555,19,NWN
19-2,0.869003636349553,262.41257692438495,0.6496356017003477,0.7679551163253702,0.1555199506763466,0.6299827293036604,1.0483298364334652,1.028367376412448,19,NEN
19-3,0.99,280.82075829678905,0.92595218882315,-0.0275179913536162,0.09389169188532158,0.5367468082907452,1.041773497487822,1.002145797557019,19,WNA
19-4,0.99,284.3045167891151,0.9330025804061847,-0.03881117623563629,0.08490295763659228,0.6179300271164463,1.0502461912263528,1.0234567318279035,19,CNA
19-5,0.6314789203527775,285.58742542805464,0.3844280317609621,0.41378467287285037,0.0414258648390332,0.35027871643689124,1.0551608538694357,1.0386613767555788,19,ENA
19-6,0.8607341370221854,293.16565715467334,0.36593928700694806,0.3909777981341787,0.20685753830487194,0.3050596203712578,1.0660462752150892,1.0123485389796885,19,NCA
19-7,0.7856664157447125,298.46637002964445,0.21010785524208572,0.3928627293434219,0.22487718578516874,0.26201888536526935,1.0624789854504388,1.0396377395234526,19,SCA
19-8,0.7621757543027096,299.09367795301165,0.2521351811076475,0.2282882074527457,0.30923844527274585,0.20024686930078314,1.0694280430458427,1.0652662134047088,19,CAR
19-9,0.8276355190502378,293.63824325181696,0.15123191631216418,0.5733451696500852,0.19307801531000013,0.3905367630522211,1.0522821828312598,1.060710003586865,19,NWS
19-10,0.8897007344890054,296.6285775816011,0.1663975153229835,0.6653173888887847,0.20707787067101605,0.369148777823584,1.0508590564333327,1.0920760439361623,19,NSA
19-11,0.009999999999999995,297.14536987718407,0.5443410008828431,0.15486849758762963,0.23395828350606318,0.39094758737939905,1.0592365183447736,1.0431815724387477,19,NES
19-12,0.009999999999999995,294.46614686254685,0.8737574636555182,0.016352325218779152,0.1845664305537748,0.4768530004546983,1.0608636014426596,1.0673651728597995,19,SAM
19-13,0.9200502781097794,287.22185672856193,-0.10585880662290714,0.7985140393645337,0.29445892201680096,0.3113122364696099,1.04366057002929,0.9963461214265538,19,SWS
19-14,0.9422692340562302,291.5356107108121,0.03918988283735623,0.7050687079045395,0.20692958309941334,0.27780893774058846,1.0338957707982481,0.9935942785385752,19,SES
19-15,0.963291245195696,281.6280217816325,-0.054464025744584484,0.6815975366239275,0.07134732795213242,0.23569366837110498,1.0408032734970785,0.9957633129201634,19,SSA
19-16,0.009999999999999995,278.98966204136127,-0.019703535358149036,0.6551438238625605,0.2292278899627755,0.44021529998967773,1.0781192071281487,0.9827772145402458,19,NEU
19-17,0.17797789893657573,281.484255114284,0.036713573567637346,0.8243131093040459,0.14780837281403544,0.5685436780513532,1.0562588292438344,1.055181974345246,19,WCE
19-18,0.07845716006198368,277.2022921665582,0.5681687502115859,0.4699704925236741,0.12238413043416188,0.9080286806864798,1.0479857277926634,1.062771950090577,19,EEU
19-19,0.7169099008354228,289.7389539966108,0.1867887690601047,0.6157107911384506,0.18914027339470002,0.26970422197114247,1.0632982587949409,1.0333496647196567,19,MED
19-20,0.8142242242497888,296.66047936962866,0.3195920909299014,0.5611661711081382,0.16572196439294806,0.3696896701077855,1.0485864940654228,1.012737106530124,19,SAH
19-21,0.78455709815826,297.9860321502203,0.25244675539515743,0.42379274099963643,0.21912984964096802,0.2932759133837066,1.0470353175687603,1.0398570198874832,19,WAF
19-22,0.889394250577419,295.30006252279486,0.17044168156799278,0.5470113115735353,0.20972841455507293,0.23974523204059486,1.0511911490034318,1.0250725489170298,19,CAF
19-23,0.5076000726282853,297.14399047514854,0.12112148643019323,0.5094591801835436,0.27555557576141987,0.3200728844499835,1.0420302560912742,1.021771165374139,19,NEAF
19-24,0.4588615393483247,295.4509183325537,0.3252282030116344,0.2969005899314603,0.19665711806518035,0.3794945987965128,1.058591325156789,1.1038579340502752,19,SEAF
19-25,0.894631313273215,292.9504387401838,0.10699910568364723,0.6101740520247041,0.2006530967940931,0.259050205585146,1.0474739112187528,1.02753866225745,19,WSAF
19-26,0.6630264249918243,293.7945805760215,0.20867556264928758,0.5576144930883675,0.24419424158924208,0.3276628779621796,1.0602413102577348,0.993818594612086,19,ESAF
19-27,0.8670213572723652,296.94803022530886,0.18478332337843897,0.3858909261688007,0.11276018804666361,0.26866980484597164,1.048745353572529,1.0908720155016987,19,MDG
19-28,0.99,256.986517796936,1.7397068327822987,-0.3311918412393174,0.24280042052269024,0.84306963709305,1.055177509476815,1.0212167203620117,19,RAR
19-29,0.009999999999999995,272.4448125359324,0.8099554790810342,0.41147379630745884,0.08867913197267237,1.0177826159472438,1.0395518570224385,0.9965570299305859,19,WSB
19-30,0.8829028680311373,266.3945109812109,0.6310614021454366,0.5128559519681845,0.06842112924556511,0.7738632392716942,1.0377380066525221,1.013063002577187,19,ESB
19-31,0.009999999999999995,266.7704745645509,0.9691770950759007,0.2834046975939133,0.29661407884974805,0.5616789843200606,1.068967856628396,1.0485140152935126,19,RFE
19-32,0.8239461094588009,287.596472160477,0.5817916936624818,0.34319768194662303,0.0028167853452881492,0.445341711124634,1.0404964719672922,0.9955025009325986,19,WCA
19-33,0.009999999999999995,277.84577742906106,0.8372590579906829,0.17654884643614607,0.08259499251704112,0.5452716535898375,1.0472490216757906,1.0020656219485569,19,ECA
19-34,0.626411595521698,268.285596181913,0.44789625556201046,0.5383930548444262,0.12878359050861787,0.5223668620876764,1.0436026108394407,0.9696948822325191,19,TIB
19-35,0.6964962803349277,286.80841492685295,0.32623996190122856,0.45194965715059554,0.20064502907565865,0.2733431782124845,1.0562447718584245,0.9927605425220398,19,EAS
19-36,0.8453033858177773,297.62432450704773,0.4335042707687068,0.43317667603462146,0.18802619342039806,0.5235658909595309,1.0448369077947381,1.0363730907297664,19,ARP
19-37,0.7206214171228521,296.3986306536626,0.11000465738323119,0.628303200896282,0.20922025511902215,0.32826536923084887,1.0458004632913795,0.9920897403587723,19,SAS
19-38,0.6922948539646956,299.0965130217626,0.09542819507933441,0.44439258201113335,0.03980540137531584,0.2794153544560723,1.046742260081181,1.099571635442604,19,SEA
19-39,0.8463670131224599,299.05250993895015,0.1875134766502016,0.3860730160778765,0.0005311883473744328,0.3087556995321523,1.0459351426179564,1.0648054222461065,19,NAU
19-40,0.010000014422096828,295.6823376975691,0.3702612155967562,0.40507539526383035,0.22088497125452122,0.7072527619621429,1.0368858279151019,1.0681404352255124,19,CAU
19-41,0.010000015540460407,292.2001298479295,-0.016665476278219026,0.7096522417082024,0.2737753901151739,0.5642266095785174,1.0469636201701222,1.038480805930248,19,EAU
19-42,0.9602912312460005,287.9304078928095,-0.010518687068985233,0.7588138567884691,0.2732506644036022,0.23269564266404674,1.0415515490610605,1.0264898697492062,19,SAU
19-43,0.9572588396976963,287.55335147775514,0.049949994567786725,0.631683153738862,0.2813736073169407,0.2058326162383651,1.0238071859404005,0.9616130181966728,19,NZ
19-44,0.9886160544318107,237.50610493541774,0.19760536846320362,1.5314222812790461,0.1568713159724139,0.38239313866056474,1.0377833128998226,1.0069663606581418,19,EAN
19-45,0.9392116077620498,250.60145416554272,-0.7821801176779737,1.9085229389457663,0.2739447743943153,0.6745203019036016,1.030772151772667,0.9701227660056575,19,WAN
19-46,0.5939192425632203,254.35079361368383,1.1810287897053195,1.087158848912911,0.533120642964894,0.7604839533618587,1.1449152890510155,1.0549645288619365,19,ARO
19-47,0.7049761421483428,292.86267219468516,0.3157423333091464,0.26477235353194856,0.37199126686671985,0.14438067804924984,1.0868602369932596,1.0523513821209427,19,NPO
19-48,0.009999999999999995,299.19941493946806,0.4135540317047366,0.10767741192260749,0.24118498794858084,0.5497435774926046,1.0533230389959163,1.0921847329044765,19,EPO
19-49,0.9533000513174946,291.98665679870084,0.004569544696050553,0.48477260930088634,0.45511535213032067,0.07115703079297254,1.0470707530562129,0.9827343836139569,19,SPO
19-50,0.009999999999999995,292.65003312113,0.42430110279505656,-0.02294328458021942,0.36705197935698014,0.1532829811408825,1.0959983437983318,1.078251596429676,19,NAO
19-51,0.009999999999999995,298.7456456398398,0.2404992114697859,0.252744285101343,0.19890713150152595,0.19807504125062309,1.0671323015759488,1.0006039914258549,19,EAO
19-52,0.945959024467867,291.67956272352166,0.05007101699978448,0.44306366397063013,0.2949569888714176,0.10910499048218116,1.030130619767068,0.9468418907366882,19,SAO
19-53,0.009999999999999995,298.8954996553665,0.2152010035549583,0.33522389934501623,0.13198324003996634,0.30498851315635994,1.061187977335893,1.022161590691563,19,ARS
19-54,0.9107687941607497,299.9428010569065,0.18466762441687173,0.3511867873965895,0.1437471333391101,0.24976489342823058,1.0495370745156984,1.0492131103885332,19,BOB
19-55,0.7881533712859344,300.11616951822634,0.1861247208662877,0.3413480147395642,0.03874842456866857,0.26244857629442064,1.0431758422490343,1.0474242595055727,19,EIO
19-56,0.9288677179850605,294.96948838980586,0.07888610305891575,0.428317748668558,0.2856463691037689,0.14831032961796356,1.0433238868912158,1.003039974156225,19,SIO
19-57,0.9632446002649181,276.5395403615491,-0.0011036577151888444,0.6703613119108749,0.45764283108582354,0.0871662090750236,1.041232497805307,0.901505239403778,19,SOO
20-0,0.99,257.49251421844644,1.4590090483715124,-0.8507876625951217,0.36919165608362153,0.6005026936964359,1.06508670156726,0.9814136159603492,20,GIC
20-1,0.9057159897179319,266.67951236921897,0.6812833397909172,0.6190178345189347,0.20828170103612328,0.8146373176075555,1.0467329205994613,0.9508744747322387,20,NWN
20-2,0.8682831625021316,262.38263523652614,0.6935361769131643,0.7239160164885683,0.16436886779939394,0.6300660106682245,1.0476774157773192,1.0438236336624809,20,NEN
20-3,0.99,280.81540346007444,0.9355854004287616,-0.0519586178775034,0.09681402308822255,0.5375557553250361,1.0415742546573326,0.9969782599179006,20,WNA
20-4,0.99,284.30013606893374,0.9274882481996094,-0.026639461168439016,0.08869631071413771,0.6162863769503136,1.0490891397642992,1.0240071200769783,20,CNA
20-5,0.5948265054741511,285.5764483617992,0.41941476486590723,0.37832606017557074,0.03892238209845405,0.34860672560390804,1.0546681988012148,1.0135288011741577,20,ENA
20-6,0.8621717748114953,293.1589105251438,0.39027984076839417,0.3653041370070213,0.21250872160189616,0.3055845846077047,1.065489836025868,1.0207415202105175,20,NCA
20-7,0.7860143580087121,298.4704160819143,0.18507241508925792,0.4184298358783991,0.230076637800928,0.26162021030596694,1.0622194462251204,1.03718763446955,20,SCA
20-8,0.009999999999999995,299.0617558529211,0.3458628297489804,0.12991386712570313,0.3140633712251129,0.1998649868550413,1.0763291889747941,1.0388787071113568,20,CAR
20-9,0.8221799791595036,293.64809408831167,0.1038566044424782,0.6207195749225118,0.198612337669992,0.39067608458944186,1.0523477944225805,1.0489495070654526,20,NWS
20-10,0.8787558924095887,296.6264162256848,0.11575014315240464,0.7150471098549984,0.21034594405908708,0.36853801136408104,1.0505531197558602,1.0743497478638948,20,NSA
20-11,0.009999999999999995,297.1405574755578,0.5545853685281248,0.14510371501145838,0.240950141837078,0.39119913568613457,1.0590437365767058,1.0405915102912449,20,NES
20-12,0.009999999999999995,294.46742106323336,0.8650984226430735,0.024748719166693196,0.19084251727427146,0.47656451698201857,1.0608589525557273,1.0156750588496335,20,SAM
20-13,0.9142524557596894,287.21514720145467,-0.12653270201710262,0.8148282063202583,0.2996459484930428,0.311499610266495,1.0434967709541951,0.9747450111649528,20,SWS
20-14,0.942416705357597,291.5155173588324,0.06617997708589982,0.6758761516779425,0.20137497455655964,0.2773663907761794,1.0333808248434009,0.9776209619443788,20,SES
20-15,0.96169311404636,281.6315363580927,-0.06166569854846412,0.6809109888264222,0.07858144433074893,0.23702510508473454,1.040251643865299,0.9775511674160359,20,SSA
20-16,0.009999999999999995,278.99052238532926,0.14271508598094904,0.49102313154793975,0.23138046828060002,0.44238573141491694,1.0774567295483017,0.9551844996996888,20,NEU
20-17,0.22411125381182148,281.50521347131274,0.041032184199475186,0.8173236647379678,0.14418490712459964,0.5734874940326509,1.056672455395788,0.9795722468636554,20,WCE
20-18,0.08708638280215392,277.22344055582727,0.5719345347198488,0.4618412362632327,0.12141617442544353,0.9151013905459021,1.0480631812650074,1.0186055535763519,20,EEU
20-19,0.6942392432129071,289.7349965383259,0.15637265393121844,0.6462656479443949,0.1882912816554423,0.2690502791276557,1.0628053291247044,1.0087837588851243,20,MED
20-20,0.7804899738540405,296.64617172300876,0.2756329509057877,0.604659087459928,0.16470815038919207,0.369730783451943,1.0477219890306595,0.989991408755828,20,SAH
20-21,0.7926180052943183,297.9968885830269,0.22378597712479587,0.4527988607369515,0.22499001174304495,0.2935854420817269,1.0468022982490621,1.0456431977987681,20,WAF
20-22,0.8831981063196449,295.29835505666057,0.14921929461556463,0.5671711031560203,0.21564623956466197,0.23931598897584042,1.050929382040998,1.0301453016136686,20,CAF
20-23,0.5722801132619678,297.1444973671854,0.12873182805404015,0.5033691302948624,0.27504701608733445,0.31857247826057244,1.0410079896625575,1.0225350052579363,20,NEAF
20-24,0.6105078622415624,295.45719346873943,0.29246718906699154,0.33178038213304345,0.1984537434249483,0.3777378029200876,1.0576568770114085,1.0557534711207435,20,SEAF
20-25,0.882422107369638,292.9461634638258,0.06883248481508113,0.6456827855184829,0.20437230253431793,0.2578940129423139,1.0471574781924788,1.0503813927378163,20,WSAF
20-26,0.8151188935227764,293.83741329378586,0.22935910028915213,0.5438350737315204,0.24541763993572802,0.3247212609206362,1.0593804021087847,1.045051757292904,20,ESAF
20-27,0.86143398300411,296.9552223903129,0.13954674169390371,0.4321874566855498,0.11469876959734986,0.26708550261163044,1.048377296390914,1.0539390143866667,20,MDG
20-28,0.9899999999999999,256.974399427603,1.768913154190465,-0.3998270255846704,0.2582006911890141,0.8390490867727917,1.0553203932324258,0.9784234536958193,20,RAR
20-29,0.009999999999999995,272.4580116702555,0.7924092908163535,0.42605328878476156,0.09297554343749143,1.0188697202249,1.0399233003164872,0.962191592599523,20,WSB
20-30,0.860133624833982,266.4210495110218,0.5295027153651674,0.60971012545039,0.072250681747895,0.7742915814556312,1.0383807833410563,0.9958991922619724,20,ESB
20-31,0.010000083491810237,266.7859033981707,0.9430275677393171,0.30765811297196016,0.30455726559895036,0.5614577242944877,1.0688679670321684,1.0129516300361654,20,RFE
20-32,0.8271648738522296,287.59633817259834,0.5483349457381751,0.3793155198440744,0.005053402096220604,0.444095033710152,1.0405900093672393,1.0035374954149068,20,WCA
20-33,0.009999999999999995,277.84565591131934,0.7588133229020231,0.2558320933962967,0.09000628386856625,0.5455042565604558,1.0473243029238168,1.0328501346469905,20,ECA
20-34,0.6240454783240548,268.29376853509063,0.4328771748608785,0.5521718111812358,0.12202604680082255,0.5196263260609273,1.0436742141377096,0.9526538816976392,20,TIB
20-35,0.683812953607765,286.80911325722565,0.31331655997266455,0.4642891750372776,0.20454683119776915,0.27347225886426063,1.0564460354995404,1.0111433159142205,20,EAS
20-36,0.8333516232288538,297.6108227686238,0.42685697601313705,0.4411281839853178,0.18985808724318617,0.5213731649429192,1.0444045748633775,1.0444977586392166,20,ARP
20-37,0.7240566408161425,296.39787809598556,0.11833929018996907,0.62045417260594,0.20836810428576846,0.3277496221558918,1.0456135210281385,0.979430579557534,20,SAS
20-38,0.6353144858374985,299.08952132580197,0.11206518365244915,0.4251894893535483,0.04444545851175817,0.27901818508588794,1.0468413477750724,1.0504673910199434,20,SEA
20-39,0.8455525365823501,299.05484223036115,0.18443530800266558,0.3880232248292392,-0.0005411189618845291,0.3079170979885056,1.0455378593783016,1.0880330454211802,20,NAU
20-40,0.009999999999999995,295.6911897295428,0.28437509373854863,0.49076691950014456,0.22409974238232483,0.7075227772390781,1.036671748310071,1.015923551376654,20,CAU
20-41,0.787286524972301,292.2878440541122,-0.01480403348287691,0.7244981027719886,0.26934788355345707,0.5637292457358332,1.042803181020454,1.0068320416437413,20,EAU
20-42,0.9534536546878103,287.9510055961275,-0.080306396295836,0.8123169081823833,0.27335752530263924,0.23320605898071067,1.0431803288341128,1.0422809159731254,20,SAU
20-43,0.9576279734451418,287.56635552502803,0.043036739600185434,0.6384796226147804,0.2736786563344933,0.20673739739973224,1.0236547043124171,0.9815939311471792,20,NZ
20-44,0.9866247601128347,237.51358395204133,0.18116702083042485,1.4261566121623435,0.1449913838497669,0.3823778168679087,1.0378420569879603,0.993553273664474,20,EAN
20-45,0.9389009936649945,250.6022241770741,-0.7896355224293213,1.9165025984330204,0.27561863008805776,0.6797923695523616,1.0311594458114248,0.9483332328347889,20,WAN
20-46,0.5910525506348083,254.34278503814758,1.197400024253681,1.0724658520533883,0.5446241170347664,0.7549374609168353,1.1441049068809064,1.0923653818351373,20,ARO
20-47,0.6725940003639223,292.8680090816489,0.2844633721165296,0.29525768064056035,0.37485251484297333,0.14442692969187593,1.0866079978379701,1.0245487431763136,20,NPO
20-48,0.09573977407538263,299.2059232201967,0.27082140762277923,0.25132284243460423,0.24466637860239418,0.5483741467363188,1.0527743577366937,1.0324427636728097,20,EPO
20-49,0.9520017979435661,291.98428647031926,-0.0014697012240936563,0.48910818962309943,0.45692313642311233,0.07118485605065505,1.0432572896853032,1.0276141781197576,20,SPO
20-50,0.009999999999999995,292.641717494084,0.46807798543535917,-0.06577640543395703,0.3678244488498646,0.15318248058387604,1.0951275914007346,1.045584198741759,20,NAO
20-51,0.009999999999999995,298.7492269534434,0.2568277718833845,0.23538376371296948,0.21202502180358412,0.19720143188416922,1.0669890035418363,0.9842036573142867,20,EAO
20-52,0.9459669906587196,291.6864863538493,0.03785204422091356,0.45626657415732363,0.2973305260682781,0.10981629507874462,1.0268819376032312,0.9635738681875018,20,SAO
20-53,0.009999999999999995,298.8970819860517,0.1976905969697485,0.35250354959617547,0.13690947057163355,0.30599039994893124,1.0611930500686877,1.0078511390961258,20,ARS
20-54,0.919064007136306,299.94922292354784,0.20031352212167602,0.3361889717289534,0.14583871813068275,0.2495421207555183,1.049366865597495,1.081007302263253,20,BOB
20-55,0.7929029810919537,300.1195716502219,0.16918961750588168,0.3592883966928767,0.04574327212616852,0.26169430770185514,1.0431086417751405,1.077223092381313,20,EIO
20-56,0.9227717233722841,294.97715952645274,0.04093544619259111,0.4651346535717316,0.28994639288185226,0.14864710319073335,1.0434727080020794,0.9560440991279138,20,SIO
20-57,0.962588244590268,276.5474449090824,-0.01737220766488291,0.6868851574541969,0.4543798810899347,0.0874288458111912,1.0397971699033481,0.8958657167471432,20,SOO
21-0,0.99,257.4893103522146,1.4514358408409915,-0.8290162134935445,0.3614459293595358,0.6046041279305309,1.0649979813838695,,21,GIC
21-1,0.9197795650085541,266.65867910748943,0.7883503569942928,0.5133796764455002,0.20979798661862553,0.814054070449058,1.0467389386353123,,21,NWN
21-2,0.8660057181276294,262.3725136544324,0.6997729616726233,0.7192715669674088,0.16429271999037845,0.630284960332795,1.0472516331276227,,21,NEN
21-3,0.99,280.81783970637855,0.9381996613568458,-0.06079111281390347,0.08880762455656593,0.5369710735310204,1.0415840361655633,,21,WNA
21-4,0.99,284.3214277458202,0.9146776189968971,-0.004227544054430945,0.08680405672676857,0.6184683444177824,1.0495114908644443,,21,CNA
21-5,0.594068571407933,285.5770416238526,0.43773040271144753,0.35926604445446336,0.03459175286982138,0.3477008848629444,1.054699800234493,,21,ENA
21-6,0.8622124044445572,293.1517475875491,0.3976085160622549,0.3585392316770423,0.20875365054467557,0.3039075476985664,1.065126013627715,,21,NCA
21-7,0.7813118148718639,298.46628178785664,0.1872236952367703,0.4162726496909846,0.2246573160261424,0.2620190975200203,1.0620173822959142,,21,SCA
21-8,0.010000087250097796,299.06455982421835,0.3097016763943736,0.16599432519127816,0.30920598649136855,0.19884100580609068,1.0758042556263205,,21,CAR
21-9,0.8177115129299446,293.6449549567181,0.09788253112285991,0.6267959214903807,0.19525415228049622,0.3911107185431757,1.0523265177580539,,21,NWS
21-10,0.8753356704108035,296.62209889881854,0.11423239656883165,0.7154367140460657,0.20737660678655098,0.3681534021273978,1.0505456765751866,,21,NSA
21-11,0.009999999999999995,297.14078766226004,0.4832825084659266,0.2176889156867335,0.23755736682645168,0.3919064113623303,1.0584281469024899,,21,NES
21-12,0.009999999999999995,294.4722436793151,0.7135515728256577,0.17759030637634773,0.18671086028409456,0.4757164092499413,1.0600266576452526,,21,SAM
21-13,0.911853996606986,287.2138898196319,-0.13911983933120875,0.8266836099856566,0.2945713650139432,0.3131464328038304,1.0436321699105837,,21,SWS
21-14,0.9406596646082971,291.51496179434776,0.06822234434611872,0.6690450473039478,0.20192339002100407,0.27683344790198067,1.033885193069868,,21,SES
21-15,0.9591194605016728,281.63667150000265,-0.08684088912360972,0.701536019544332,0.08218237606313668,0.23966469685647507,1.0405948235992284,,21,SSA
21-16,0.01000000639943139,278.99055852444997,0.1306859338607839,0.5028782055458251,0.22756617276691352,0.44496748386021884,1.0776060546362076,,21,NEU
21-17,0.20328342489688467,281.4988139162117,0.11150465376830164,0.7468788117516206,0.13883449722634464,0.5726886604200543,1.056286902377703,,21,WCE
21-18,0.04057700202443803,277.2095742749197,0.6995053490565932,0.3353809640043367,0.1124365013141137,0.9120384591130788,1.0477993748118246,,21,EEU
21-19,0.6967835463790215,289.72884007958993,0.1946229707836078,0.6082187111058439,0.18343556708651146,0.26985960901756084,1.0612889853770073,,21,MED
21-20,0.7622097804063337,296.6371195161156,0.27054236943709337,0.6092266268497221,0.1632832482482821,0.37022166816761715,1.0474847233735596,,21,SAH
21-21,0.7730853443866696,297.9913003289106,0.21555763876150086,0.46009640444233474,0.2214178201381904,0.29335649489400584,1.0467434603848649,,21,WAF
21-22,0.882006645065963,295.2972773182794,0.14806524334288812,0.5680063406844668,0.21286648532207406,0.23897781916172736,1.0509301819600185,,21,CAF
21-23,0.5610742934527575,297.1478474492806,0.15431282277074518,0.47610178164650985,0.2741011916321992,0.31827092336258955,1.0410468551950123,,21,NEAF
21-24,0.6048576895494514,295.45994247286154,0.28497774984559776,0.3388109883090598,0.19426157007820793,0.3777483327476862,1.057636857882843,,21,SEAF
21-25,0.8786555087770073,292.944159609521,0.0611589815745008,0.6526232940166042,0.19714954767878012,0.2583260511639455,1.0471676376080286,,21,WSAF
21-26,0.7603013655330512,293.8260606704988,0.18583480705246871,0.5835698539802741,0.24519003283521817,0.3244506639579392,1.0590648563913894,,21,ESAF
21-27,0.8561068478237397,296.95003534258586,0.14620004345943824,0.4244763430747057,0.11308611923009292,0.26660633472761075,1.0482881865019857,,21,MDG
21-28,0.99,256.96394921470653,1.7727843450209197,-0.4052738713803321,0.25452821619841,0.8356848874876834,1.055165331181382,,21,RAR
21-29,0.009999999999999995,272.4442893481764,0.8890311842032664,0.33088064236048803,0.083021365461777,1.0174537018577714,1.0396268553044135,,21,WSB
21-30,0.8669666815867891,266.40124290286013,0.5988118715743164,0.539694513812324,0.06907423403838543,0.7750021794497717,1.038072750064427,,21,ESB
21-31,0.99,266.6482561192401,1.3837244813150467,-0.29339464382020203,0.2856915755578378,0.5582317181649052,1.0641489405513616,,21,RFE
21-32,0.8365031262518166,287.5957898337733,0.5966172988176556,0.32939768719736695,-0.003355287259679781,0.44351101679003707,1.0406617911006837,,21,WCA
21-33,0.009999999999999995,277.8414897155793,0.7918303806198048,0.22342280339091622,0.08337429886294623,0.5466336124024717,1.0470991744562346,,21,ECA
21-34,0.6491580776237519,268.3066657318912,0.40500015597842354,0.579404900895355,0.1275862601379154,0.5209896087921851,1.0438921728592323,,21,TIB
21-35,0.6903425393790943,286.80101227464974,0.3092548115496514,0.4702446751694526,0.2014868085872933,0.2746984636549339,1.0555099798370302,,21,EAS
21-36,0.822969613074074,297.61517162859263,0.4119514840741301,0.45438899928411913,0.18959619753312268,0.5213269881977894,1.0440213937057392,,21,ARP
21-37,0.7263977680130451,296.40332063882977,0.12572710525128797,0.6120449159388822,0.20850837842094821,0.3278210598489138,1.0457779815875174,,21,SAS
21-38,0.6661113571909677,299.0932515739163,0.10188946447402862,0.43632699876397407,0.04070135126859043,0.28006686391448793,1.0464346407972844,,21,SEA
21-39,0.8394016192752186,299.05030875609435,0.16817594019947996,0.40503131911143725,-0.0009483046310207979,0.30847518833310433,1.045529437376292,,21,NAU
21-40,0.009999999999999995,295.69025370426994,0.1384771135759692,0.6381488659829829,0.2193178210944064,0.7052107873665828,1.0367242523251736,,21,CAU
21-41,0.009999999999999995,292.201705737081,-0.21611113225534523,0.9112409097989385,0.2805675867248585,0.5630274214304284,1.0468637994792236,,21,EAU
21-42,0.9561517197342968,287.9468568939149,-0.050249468411370304,0.7861238614302634,0.26862140461975453,0.23277010090033046,1.0418998427743564,,21,SAU
21-43,0.9575536311943953,287.5685043029677,0.04005274688642688,0.6418776043809754,0.27814173247260116,0.2066145485730564,1.0236845935507164,,21,NZ
21-44,0.9864085309534715,237.4937712956185,0.2055330425895938,1.3690136152321262,0.14917984949524438,0.38283193744017646,1.038002058289575,,21,EAN
21-45,0.9386688565892106,250.5389310273033,-0.7092836501295223,1.830450954330795,0.28148432168956106,0.6881464394792831,1.0287986923558943,,21,WAN
21-46,0.5562130735662095,254.32495870195436,1.14767036884639,1.1254120727777523,0.5405830962955201,0.7501486608283429,1.1426733094307886,,21,ARO
21-47,0.6559904884666133,292.86134188322285,0.28313868025352124,0.29711096078258903,0.36972889088762584,0.14410911060417012,1.085660890409207,,21,NPO
21-48,0.009999999999999995,299.2028441332134,0.28732144219102096,0.23500386792840994,0.2394395932107319,0.547625879871333,1.0529796978381072,,21,EPO
21-49,0.9510098309524387,291.9794587997962,0.0012537774435050174,0.484162489071974,0.45440915171328394,0.07111413327777048,1.0434605172154177,,21,SPO
21-50,0.009999999999999995,292.6353240836916,0.47328563012075964,-0.0696420433391425,0.3625549721896003,0.1524194836814186,1.0930840741039507,,21,NAO
21-51,0.010000016923223927,298.7499139928358,0.21602125788050272,0.27633115880772624,0.21042572193960665,0.1971103946455886,1.0663787397199451,,21,EAO
21-52,0.9452803769094651,291.682157010704,0.042658675955826404,0.4496699114686023,0.30124329324683297,0.10935102664645391,1.026390971577556,,21,SAO
21-53,0.009999999999999995,298.89365892611676,0.13714892574907134,0.41461836665927204,0.137642585081931,0.3065810945165859,1.0607041125614005,,21,ARS
21-54,0.9123581802100394,299.9460777101063,0.18934616940137317,0.3456546016034195,0.14336248876047214,0.25012926514022765,1.0491234139360726,,21,BOB
21-55,0.009999999999999995,300.0809719242897,0.07438655093480533,0.4457122870076257,0.052015981719174424,0.26322514562722893,1.0528444672971449,,21,EIO
21-56,0.922765900293986,294.9705011048166,0.05984077357637445,0.44433367728067247,0.2944297975053934,0.1488703494164508,1.043710870452997,,21,SIO
21-57,0.9619730877138777,276.53536735654865,-0.00575903304891607,0.6703239631760897,0.4677987279083782,0.08779225043899594,1.0368008011243248,,21,SOO
22-0,0.647606168389621,257.86454046300673,0.5290180275126756,0.5571054927482826,0.3838759076597916,0.6054484779391963,1.0950558716714724,,22,GIC
22-1,0.8484237035707833,266.64644625132337,0.519286392922768,0.7704646590461965,0.2039070404025388,0.8109042158804353,1.0460771291509985,,22,NWN
22-2,0.8645075286997889,262.3856298445527,0.6792948423438239,0.7389164648855563,0.1597250556173727,0.6273301466061102,1.0475091814580455,,22,NEN
22-3,0.9899999999999999,280.82036161066486,0.9379275933371488,-0.06127819977657738,0.0817028474511573,0.5381574658416828,1.0416214972006423,,22,WNA
22-4,0.99,284.3297907524002,0.9111970772696083,0.0025310216096494278,0.08002690531252661,0.6211224431419563,1.0499459844240582,,22,CNA
22-5,0.6033655323612621,285.5762707242216,0.4428218414290534,0.35440454942735855,0.0360698550719159,0.34862686288034933,1.0546122760312606,,22,ENA
22-6,0.8658262920727176,293.1452707369212,0.4048251329498337,0.3525853852305787,0.21063302752578053,0.30219930035817755,1.0648853510530947,,22,NCA
